global_lap_num,session,session_lap_num,class_name,class_index,s1_time_ms,s1_time_seconds,incident,brake_image_1,brake_image_2,throttle_image_1,throttle_image_2,raw_brake_image_1,raw_brake_image_2,raw_throttle_image_1,raw_throttle_image_2,delta_1_seconds,delta_2_seconds,delta_gap_seconds,mean_delta_seconds,has_delta_data
142,16,5,optimal_laps,0,27677,27.677,none,Data/cnn-classes/optimal_laps/lap_0142_brake_01.png,Data/cnn-classes/optimal_laps/lap_0142_brake_02.png,Data/cnn-classes/optimal_laps/lap_0142_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0142_throttle_02.png,Data/image-data/session-16/brake/Lap_5_Brake hit_1.png,Data/image-data/session-16/brake/Lap_5_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_5_Throttle hit_2.png,1.1986594200134277,2.1110854148864746,0.9124259948730469,1.6548724174499512,True
145,16,8,optimal_laps,0,28007,28.007,none,Data/cnn-classes/optimal_laps/lap_0145_brake_01.png,Data/cnn-classes/optimal_laps/lap_0145_brake_02.png,Data/cnn-classes/optimal_laps/lap_0145_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0145_throttle_02.png,Data/image-data/session-16/brake/Lap_8_Brake hit_1.png,Data/image-data/session-16/brake/Lap_8_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_8_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_8_Throttle hit_2.png,1.2905163764953613,2.1316115856170654,0.8410952091217041,1.7110639810562134,True
146,16,9,standard_laps,1,28291,28.291,none,Data/cnn-classes/standard_laps/lap_0146_brake_01.png,Data/cnn-classes/standard_laps/lap_0146_brake_02.png,Data/cnn-classes/standard_laps/lap_0146_throttle_01.png,Data/cnn-classes/standard_laps/lap_0146_throttle_02.png,Data/image-data/session-16/brake/Lap_9_Brake hit_1.png,Data/image-data/session-16/brake/Lap_9_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_9_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_9_Throttle hit_2.png,1.2589280605316162,2.5306875705718994,1.2717595100402832,1.8948078155517578,True
147,16,10,optimal_laps,0,27734,27.734,none,Data/cnn-classes/optimal_laps/lap_0147_brake_01.png,Data/cnn-classes/optimal_laps/lap_0147_brake_02.png,Data/cnn-classes/optimal_laps/lap_0147_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0147_throttle_02.png,Data/image-data/session-16/brake/Lap_10_Brake hit_1.png,Data/image-data/session-16/brake/Lap_10_Brake hit_2.png,Data/image-data/session-16/throttle/Lap_10_Throttle hit_1.png,Data/image-data/session-16/throttle/Lap_10_Throttle hit_2.png,1.0289306640625,2.149874687194824,1.1209440231323242,1.589402675628662,True
148,17,1,optimal_laps,0,27673,27.673,none,Data/cnn-classes/optimal_laps/lap_0148_brake_01.png,Data/cnn-classes/optimal_laps/lap_0148_brake_02.png,Data/cnn-classes/optimal_laps/lap_0148_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0148_throttle_02.png,Data/image-data/session-17/brake/Lap_1_Brake hit_1.png,Data/image-data/session-17/brake/Lap_1_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_1_Throttle hit_2.png,1.135148286819458,1.8459382057189941,0.7107899188995361,1.490543246269226,True
149,17,2,standard_laps,1,28294,28.294,none,Data/cnn-classes/standard_laps/lap_0149_brake_01.png,Data/cnn-classes/standard_laps/lap_0149_brake_02.png,Data/cnn-classes/standard_laps/lap_0149_throttle_01.png,Data/cnn-classes/standard_laps/lap_0149_throttle_02.png,Data/image-data/session-17/brake/Lap_2_Brake hit_1.png,Data/image-data/session-17/brake/Lap_2_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_2_Throttle hit_2.png,1.084770917892456,1.9252712726593018,0.8405003547668457,1.505021095275879,True
150,17,3,standard_laps,1,28207,28.207,none,Data/cnn-classes/standard_laps/lap_0150_brake_01.png,Data/cnn-classes/standard_laps/lap_0150_brake_02.png,Data/cnn-classes/standard_laps/lap_0150_throttle_01.png,Data/cnn-classes/standard_laps/lap_0150_throttle_02.png,Data/image-data/session-17/brake/Lap_3_Brake hit_1.png,Data/image-data/session-17/brake/Lap_3_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_3_Throttle hit_2.png,1.129957914352417,2.5769708156585693,1.4470129013061523,1.8534643650054932,True
152,17,5,standard_laps,1,28216,28.216,none,Data/cnn-classes/standard_laps/lap_0152_brake_01.png,Data/cnn-classes/standard_laps/lap_0152_brake_02.png,Data/cnn-classes/standard_laps/lap_0152_throttle_01.png,Data/cnn-classes/standard_laps/lap_0152_throttle_02.png,Data/image-data/session-17/brake/Lap_5_Brake hit_1.png,Data/image-data/session-17/brake/Lap_5_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_5_Throttle hit_2.png,1.365225076675415,2.3408846855163574,0.9756596088409424,1.8530548810958862,True
153,17,6,standard_laps,1,28327,28.327,none,Data/cnn-classes/standard_laps/lap_0153_brake_01.png,Data/cnn-classes/standard_laps/lap_0153_brake_02.png,Data/cnn-classes/standard_laps/lap_0153_throttle_01.png,Data/cnn-classes/standard_laps/lap_0153_throttle_02.png,Data/image-data/session-17/brake/Lap_6_Brake hit_1.png,Data/image-data/session-17/brake/Lap_6_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_6_Throttle hit_2.png,1.597193956375122,2.3816933631896973,0.7844994068145752,1.9894436597824097,True
154,17,7,optimal_laps,0,27759,27.759,none,Data/cnn-classes/optimal_laps/lap_0154_brake_01.png,Data/cnn-classes/optimal_laps/lap_0154_brake_02.png,Data/cnn-classes/optimal_laps/lap_0154_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0154_throttle_02.png,Data/image-data/session-17/brake/Lap_7_Brake hit_1.png,Data/image-data/session-17/brake/Lap_7_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_7_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_7_Throttle hit_2.png,1.1274709701538086,2.05104398727417,0.9235730171203613,1.5892574787139893,True
155,17,8,optimal_laps,0,27473,27.473,none,Data/cnn-classes/optimal_laps/lap_0155_brake_01.png,Data/cnn-classes/optimal_laps/lap_0155_brake_02.png,Data/cnn-classes/optimal_laps/lap_0155_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0155_throttle_02.png,Data/image-data/session-17/brake/Lap_8_Brake hit_1.png,Data/image-data/session-17/brake/Lap_8_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_8_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_8_Throttle hit_2.png,1.0312378406524658,2.451707601547241,1.4204697608947754,1.7414727210998535,True
156,17,9,sub_standard_laps,2,28644,28.644,none,Data/cnn-classes/sub_standard_laps/lap_0156_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0156_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0156_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0156_throttle_02.png,Data/image-data/session-17/brake/Lap_9_Brake hit_1.png,Data/image-data/session-17/brake/Lap_9_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_9_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_9_Throttle hit_2.png,2.0053577423095703,2.4931750297546387,0.48781728744506836,2.2492663860321045,True
157,17,10,optimal_laps,0,28116,28.116,none,Data/cnn-classes/optimal_laps/lap_0157_brake_01.png,Data/cnn-classes/optimal_laps/lap_0157_brake_02.png,Data/cnn-classes/optimal_laps/lap_0157_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0157_throttle_02.png,Data/image-data/session-17/brake/Lap_10_Brake hit_1.png,Data/image-data/session-17/brake/Lap_10_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_10_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_10_Throttle hit_2.png,1.192399024963379,1.9706494808197021,0.7782504558563232,1.5815242528915405,True
158,17,11,standard_laps,1,28251,28.251,none,Data/cnn-classes/standard_laps/lap_0158_brake_01.png,Data/cnn-classes/standard_laps/lap_0158_brake_02.png,Data/cnn-classes/standard_laps/lap_0158_throttle_01.png,Data/cnn-classes/standard_laps/lap_0158_throttle_02.png,Data/image-data/session-17/brake/Lap_11_Brake hit_1.png,Data/image-data/session-17/brake/Lap_11_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_11_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_11_Throttle hit_2.png,1.3031864166259766,2.5662388801574707,1.2630524635314941,1.9347126483917236,True
159,17,12,standard_laps,1,28368,28.368,none,Data/cnn-classes/standard_laps/lap_0159_brake_01.png,Data/cnn-classes/standard_laps/lap_0159_brake_02.png,Data/cnn-classes/standard_laps/lap_0159_throttle_01.png,Data/cnn-classes/standard_laps/lap_0159_throttle_02.png,Data/image-data/session-17/brake/Lap_12_Brake hit_1.png,Data/image-data/session-17/brake/Lap_12_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_12_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_12_Throttle hit_2.png,1.080779790878296,2.6297497749328613,1.5489699840545654,1.8552647829055786,True
160,17,13,optimal_laps,0,28106,28.106,none,Data/cnn-classes/optimal_laps/lap_0160_brake_01.png,Data/cnn-classes/optimal_laps/lap_0160_brake_02.png,Data/cnn-classes/optimal_laps/lap_0160_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0160_throttle_02.png,Data/image-data/session-17/brake/Lap_13_Brake hit_1.png,Data/image-data/session-17/brake/Lap_13_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_13_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_13_Throttle hit_2.png,1.1090903282165527,1.9718570709228516,0.8627667427062988,1.5404736995697021,True
161,17,14,sub_standard_laps,2,28820,28.82,none,Data/cnn-classes/sub_standard_laps/lap_0161_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0161_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0161_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0161_throttle_02.png,Data/image-data/session-17/brake/Lap_14_Brake hit_1.png,Data/image-data/session-17/brake/Lap_14_Brake hit_2.png,Data/image-data/session-17/throttle/Lap_14_Throttle hit_1.png,Data/image-data/session-17/throttle/Lap_14_Throttle hit_2.png,2.15435528755188,1.9005639553070068,-0.25379133224487305,2.0274596214294434,True
163,18,2,optimal_laps,0,28143,28.143,none,Data/cnn-classes/optimal_laps/lap_0163_brake_01.png,Data/cnn-classes/optimal_laps/lap_0163_brake_02.png,Data/cnn-classes/optimal_laps/lap_0163_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0163_throttle_02.png,Data/image-data/session-18/brake/Lap_2_Brake hit_1.png,Data/image-data/session-18/brake/Lap_2_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_2_Throttle hit_2.png,1.2327313423156738,2.3759639263153076,1.1432325839996338,1.8043476343154907,True
165,18,4,standard_laps,1,28145,28.145,none,Data/cnn-classes/standard_laps/lap_0165_brake_01.png,Data/cnn-classes/standard_laps/lap_0165_brake_02.png,Data/cnn-classes/standard_laps/lap_0165_throttle_01.png,Data/cnn-classes/standard_laps/lap_0165_throttle_02.png,Data/image-data/session-18/brake/Lap_4_Brake hit_1.png,Data/image-data/session-18/brake/Lap_4_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_4_Throttle hit_2.png,1.3184525966644287,2.0848288536071777,0.766376256942749,1.7016407251358032,True
166,18,5,optimal_laps,0,28103,28.103,none,Data/cnn-classes/optimal_laps/lap_0166_brake_01.png,Data/cnn-classes/optimal_laps/lap_0166_brake_02.png,Data/cnn-classes/optimal_laps/lap_0166_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0166_throttle_02.png,Data/image-data/session-18/brake/Lap_5_Brake hit_1.png,Data/image-data/session-18/brake/Lap_5_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_5_Throttle hit_2.png,1.0970425605773926,2.484555721282959,1.3875131607055664,1.7907991409301758,True
167,18,6,standard_laps,1,28473,28.473,none,Data/cnn-classes/standard_laps/lap_0167_brake_01.png,Data/cnn-classes/standard_laps/lap_0167_brake_02.png,Data/cnn-classes/standard_laps/lap_0167_throttle_01.png,Data/cnn-classes/standard_laps/lap_0167_throttle_02.png,Data/image-data/session-18/brake/Lap_6_Brake hit_1.png,Data/image-data/session-18/brake/Lap_6_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_6_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_6_Throttle hit_2.png,1.229271650314331,2.9703714847564697,1.7410998344421387,2.0998215675354004,True
168,18,7,optimal_laps,0,28128,28.128,none,Data/cnn-classes/optimal_laps/lap_0168_brake_01.png,Data/cnn-classes/optimal_laps/lap_0168_brake_02.png,Data/cnn-classes/optimal_laps/lap_0168_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0168_throttle_02.png,Data/image-data/session-18/brake/Lap_7_Brake hit_1.png,Data/image-data/session-18/brake/Lap_7_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_7_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_7_Throttle hit_2.png,1.002866268157959,2.3822920322418213,1.3794257640838623,1.6925791501998901,True
169,18,8,optimal_laps,0,27750,27.75,none,Data/cnn-classes/optimal_laps/lap_0169_brake_01.png,Data/cnn-classes/optimal_laps/lap_0169_brake_02.png,Data/cnn-classes/optimal_laps/lap_0169_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0169_throttle_02.png,Data/image-data/session-18/brake/Lap_8_Brake hit_1.png,Data/image-data/session-18/brake/Lap_8_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_8_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_8_Throttle hit_2.png,1.2317121028900146,2.3537824153900146,1.1220703125,1.7927472591400146,True
170,18,9,optimal_laps,0,27864,27.864,none,Data/cnn-classes/optimal_laps/lap_0170_brake_01.png,Data/cnn-classes/optimal_laps/lap_0170_brake_02.png,Data/cnn-classes/optimal_laps/lap_0170_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0170_throttle_02.png,Data/image-data/session-18/brake/Lap_9_Brake hit_1.png,Data/image-data/session-18/brake/Lap_9_Brake hit_2.png,Data/image-data/session-18/throttle/Lap_9_Throttle hit_1.png,Data/image-data/session-18/throttle/Lap_9_Throttle hit_2.png,1.1317269802093506,2.5305228233337402,1.3987958431243896,1.8311249017715454,True
172,19,1,standard_laps,1,28359,28.359,none,Data/cnn-classes/standard_laps/lap_0172_brake_01.png,Data/cnn-classes/standard_laps/lap_0172_brake_02.png,Data/cnn-classes/standard_laps/lap_0172_throttle_01.png,Data/cnn-classes/standard_laps/lap_0172_throttle_02.png,Data/image-data/session-19/brake/Lap_1_Brake hit_1.png,Data/image-data/session-19/brake/Lap_1_Brake hit_2.png,Data/image-data/session-19/throttle/Lap_1_Throttle hit_1.png,Data/image-data/session-19/throttle/Lap_1_Throttle hit_2.png,1.3337793350219727,2.538154125213623,1.2043747901916504,1.9359667301177979,True
173,19,2,standard_laps,1,28163,28.163,none,Data/cnn-classes/standard_laps/lap_0173_brake_01.png,Data/cnn-classes/standard_laps/lap_0173_brake_02.png,Data/cnn-classes/standard_laps/lap_0173_throttle_01.png,Data/cnn-classes/standard_laps/lap_0173_throttle_02.png,Data/image-data/session-19/brake/Lap_2_Brake hit_1.png,Data/image-data/session-19/brake/Lap_2_Brake hit_2.png,Data/image-data/session-19/throttle/Lap_2_Throttle hit_1.png,Data/image-data/session-19/throttle/Lap_2_Throttle hit_2.png,1.0815505981445312,2.5025687217712402,1.421018123626709,1.7920596599578857,True
174,19,3,standard_laps,1,28321,28.321,none,Data/cnn-classes/standard_laps/lap_0174_brake_01.png,Data/cnn-classes/standard_laps/lap_0174_brake_02.png,Data/cnn-classes/standard_laps/lap_0174_throttle_01.png,Data/cnn-classes/standard_laps/lap_0174_throttle_02.png,Data/image-data/session-19/brake/Lap_3_Brake hit_1.png,Data/image-data/session-19/brake/Lap_3_Brake hit_2.png,Data/image-data/session-19/throttle/Lap_3_Throttle hit_1.png,Data/image-data/session-19/throttle/Lap_3_Throttle hit_2.png,1.5845818519592285,2.2888429164886475,0.704261064529419,1.936712384223938,True
175,19,4,sub_standard_laps,2,29145,29.145,none,Data/cnn-classes/sub_standard_laps/lap_0175_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0175_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0175_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0175_throttle_02.png,Data/image-data/session-19/brake/Lap_4_Brake hit_1.png,Data/image-data/session-19/brake/Lap_4_Brake hit_2.png,Data/image-data/session-19/throttle/Lap_4_Throttle hit_1.png,Data/image-data/session-19/throttle/Lap_4_Throttle hit_2.png,1.3701436519622803,3.089341402053833,1.7191977500915527,2.2297425270080566,True
176,19,5,optimal_laps,0,27903,27.903,none,Data/cnn-classes/optimal_laps/lap_0176_brake_01.png,Data/cnn-classes/optimal_laps/lap_0176_brake_02.png,Data/cnn-classes/optimal_laps/lap_0176_throttle_01.png,Data/cnn-classes/optimal_laps/lap_0176_throttle_02.png,Data/image-data/session-19/brake/Lap_5_Brake hit_1.png,Data/image-data/session-19/brake/Lap_5_Brake hit_2.png,Data/image-data/session-19/throttle/Lap_5_Throttle hit_1.png,Data/image-data/session-19/throttle/Lap_5_Throttle hit_2.png,1.081775426864624,2.4892141819000244,1.4074387550354004,1.7854948043823242,True
178,19,7,sub_standard_laps,2,28702,28.702,none,Data/cnn-classes/sub_standard_laps/lap_0178_brake_01.png,Data/cnn-classes/sub_standard_laps/lap_0178_brake_02.png,Data/cnn-classes/sub_standard_laps/lap_0178_throttle_01.png,Data/cnn-classes/sub_standard_laps/lap_0178_throttle_02.png,Data/image-data/session-19/brake/Lap_7_Brake hit_1.png,Data/image-data/session-19/brake/Lap_7_Brake hit_2.png,Data/image-data/session-19/throttle/Lap_7_Throttle hit_1.png,Data/image-data/session-19/throttle/Lap_7_Throttle hit_2.png,1.8785593509674072,1.964900016784668,0.08634066581726074,1.9217296838760376,True
